resourceId,resourceName,resourceType,observationText,observationType,observationPhase,observationTime,observationTimeUnits,doi,resourceId_reference
05280043-5ac8-4427-9e19-f53c8efd260e,SK-MEL-229,['Cell Line'],"The SK-MEL-229 cell line shares certain HLA class I allospecificities with other melanoma cell lines like SK-MEL-19, SK-MEL-31, SK-MEL-37, SK-MEL-40, SK-MEL-63, SK-MEL-13, MZ-MEL-2, SK-MEL-64, SK-MEL-88, and SK-MEL-97.",['Genetics'],NA,NA,NA,https://doi.org/10.1073/pnas.86.8.2804,05280043-5ac8-4427-9e19-f53c8efd260e
053cef50-1dee-46f8-b4a9-2881742ff06d,SK-MEL-64,['Cell Line'],The SK-MEL-64 cell line expresses the HLA class I allospecificities Bw4 and Cw6.,['Immunology'],NA,NA,NA,https://doi.org/10.1073/pnas.86.8.2804,053cef50-1dee-46f8-b4a9-2881742ff06d
055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b,Calu-1,['Cell Line'],"The Calu-1 cell line was derived from a lung adenocarcinoma and exhibits characteristics of serous gland epithelial cells, including the ability to form tight junctions and secrete mucins.","['Cell line origin', 'Cell line characteristics']",NA,NA,NA,https://doi.org/10.1165/ajrcmb.22.6.3926,055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b
055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b,Calu-1,['Cell Line'],Calu-1 cells express the cystic fibrosis transmembrane conductance regulator (CFTR) and have been used as an in vitro model to study CFTR function and cystic fibrosis.,['Cell line usage'],NA,NA,NA,https://doi.org/10.1165/ajrcmb.22.6.3926,055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b
055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b,Calu-1,['Cell Line'],"Calu-1 cells are susceptible to infection by influenza viruses and have been utilized as a model system to study influenza virus entry, replication, and host cell responses.","['Cell line usage', 'Viral infection']",NA,NA,NA,https://doi.org/10.1128/JVI.01109-07,055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b
055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b,Calu-1,['Cell Line'],"Calu-1 cells exhibit a high degree of differentiation and form polarized monolayers, making them a useful model for studying epithelial barrier function and drug transport across the airway epithelium.","['Cell line characteristics', 'Cell line usage']",NA,NA,NA,https://doi.org/10.1165/ajrcmb.22.6.3926,055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b
055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b,Calu-1,['Cell Line'],"The Calu-1 cell line exhibits high levels of MET phosphorylation but does not have MET gene amplification or mutations, and is insensitive to the MET inhibitor PHA665752.","['Cell line characteristics', 'Drug response']",NA,NA,NA,https://doi.org/10.1002/humu.21028,055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b
055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b,Calu-1,['Cell Line'],"The Calu-1 cell line forms tight junctions and secretes mucins when cultured at an air-liquid interface, mimicking the physiology of the respiratory epithelium.","['Cell line characteristics', 'Cell line usage']",NA,NA,NA,https://doi.org/10.1165/ajrcmb.22.6.3926,055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b
055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b,Calu-1,['Cell Line'],The Calu-1 cell line exhibits resistance to the cytotoxic effects of influenza virus infection compared to other lung epithelial cell lines.,"['Viral infection', 'Cell line characteristics']",NA,NA,NA,https://doi.org/10.1128/JVI.01109-07,055e78dc-b3d2-416b-a7f1-ac4de9d9ec2b
06004dd0-1122-46cc-b049-8349d9511c64,NCI-H747,['Cell Line'],The NCI-H747 cell line was derived from a patient with bronchial carcinoid tumor.,['Cell line origin'],NA,NA,NA,https://doi.org/10.1159/000338793,06004dd0-1122-46cc-b049-8349d9511c64
06004dd0-1122-46cc-b049-8349d9511c64,NCI-H747,['Cell Line'],The NCI-H747 cell line expresses p53 mRNA and is able to secrete a parathyroid hormone-like protein that is calcium-stimulated through a protein kinase C pathway.,"['Molecular biology', 'Physiology']",NA,NA,NA,https://doi.org/10.1159/000338793,06004dd0-1122-46cc-b049-8349d9511c64
06004dd0-1122-46cc-b049-8349d9511c64,NCI-H747,['Cell Line'],The growth of the NCI-H747 cell line is inhibited by EGFR monoclonal antibodies.,['Drug response'],NA,NA,NA,https://doi.org/10.1159/000338793,06004dd0-1122-46cc-b049-8349d9511c64
06004dd0-1122-46cc-b049-8349d9511c64,NCI-H747,['Cell Line'],The NCI-H747 cell line was used to evaluate the ability of EGFR monoclonal antibodies to inhibit growth of lung cancer cells in xenograft studies in nude mice.,"['In vivo studies', 'Drug response']",NA,NA,NA,https://doi.org/10.1159/000338793,06004dd0-1122-46cc-b049-8349d9511c64
06aaab7a-7e1e-4ad0-b4c2-14245c60a927,SK-MEL-284,['Cell Line'],The SK-MEL-284 cell line was included in a panel of melanoma cell lines analyzed for expression of cell surface antigens.,['Cell line identity'],NA,NA,NA,https://doi.org/10.1084/jem.156.6.1755,06aaab7a-7e1e-4ad0-b4c2-14245c60a927
06aaab7a-7e1e-4ad0-b4c2-14245c60a927,SK-MEL-284,['Cell Line'],"The SK-MEL-284 cell line shares certain HLA class I allospecificities with the SK-MEL-29 cell line, including A2, Bw4, Bw6, and Cw6.","['Cell line identity', 'Genetics']",NA,NA,NA,https://doi.org/10.1073/pnas.86.8.2804,06aaab7a-7e1e-4ad0-b4c2-14245c60a927
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"The ZX2021H cell line was established from metastatic lymph node tissue of a lung cancer patient and exhibited aggressive characteristics like rapid proliferation, loss of contact inhibition, high migration and invasion capabilities in vitro, and robust tumorigenicity forming rapidly growing xenografts in vivo.","['Cell line establishment', 'Proliferation', 'Migration', 'Invasion', 'Tumorigenicity']",NA,NA,NA,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"The ZX2021H cell line had a unique STR profile distinct from other known human cell lines, confirming it as a novel cell line.",['Cell line identity'],NA,NA,NA,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"Karyotype analysis revealed that the ZX2021H cell line had 75 chromosomes and exhibited high chromosomal heterogeneity, indicating gross chromosomal abnormalities often associated with indefinite growth potential and high malignancy.","['Genomics', 'Malignant potential']",NA,NA,NA,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"Compared to the H1299 lung cancer cell line, the ZX2021H cells exhibited higher expression of SOX2, HIF1α and CCND1 genes, which may contribute to their increased growth rate in vivo and upregulation of pathways involved in malignant progression.","['Gene expression', 'Malignant potential']",NA,NA,NA,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"Mutation screening revealed that the ZX2021H cells harbored mutations in the NF1, TP53, BRAF and PIK3CA genes, which are known cancer driver genes.","['Genomics', 'Malignant potential']",NA,NA,NA,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"The ZX2021H cells exhibited a consistent and well-differentiated morphology when cultured long-term, with most cells being polygonal or fusiform in shape and having a high nuclear-cytoplasmic ratio.",['Cell morphology'],NA,NA,NA,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"In colony formation assays, the ZX2021H cells demonstrated proliferative potential when seeded at 500 or 1000 cells per well.","['Proliferation', 'Colony formation']",NA,NA,NA,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
08c395bc-b13c-42fa-8b99-ba6864c65928,ZX2021H,['Cell Line'],"The ZX2021H cells entered the logarithmic growth phase on the second day after seeding and had a population doubling time of approximately 29.8 hours, as determined by the CCK8 assay.","['Proliferation', 'Growth kinetics']",NA,2,days,https://www.doi.org/10.1111/1759-7714.14385,08c395bc-b13c-42fa-8b99-ba6864c65928
091b8721-27f6-4a7b-ab85-833aa57a61c3,SK-MEL-131,['Cell Line'],"The SK-MEL-131 cell line expresses the gp90 antigen, which contains predominantly high-mannose carbohydrate chains and has a unique epitope recognized by autologous serum from the patient the cell line was derived from.","['Antigen expression', 'Glycosylation']",NA,NA,NA,https://doi.org/10.1073/pnas.85.11.3965,091b8721-27f6-4a7b-ab85-833aa57a61c3
091b8721-27f6-4a7b-ab85-833aa57a61c3,SK-MEL-131,['Cell Line'],SK-MEL-131 and other cultured cells have similar biochemical characteristics.,['General Comment or Review'],NA,NA,NA,https://doi.org/10.1073/pnas.85.11.3965,091b8721-27f6-4a7b-ab85-833aa57a61c3
091b8721-27f6-4a7b-ab85-833aa57a61c3,SK-MEL-131,['Cell Line'],The gp90 antigen expressed in SK-MEL-131 shows strong reactivity with the monoclonal antibody mAbKF23 in immunohistochemistry experiments.,['Antigen expression'],NA,NA,NA,https://doi.org/10.1073/pnas.85.11.3965,091b8721-27f6-4a7b-ab85-833aa57a61c3
091b8721-27f6-4a7b-ab85-833aa57a61c3,SK-MEL-131,['Cell Line'],A variant of SK-MEL-131 called clone 3.44 does not express the unique FD epitope of the gp90 antigen that the parental SK-MEL-131 line expresses.,"['Antigen expression', 'Variant']",NA,NA,NA,https://doi.org/10.1073/pnas.85.11.3965,091b8721-27f6-4a7b-ab85-833aa57a61c3
0bc812b4-f2af-40c4-8245-1070ab12f627,JH-2-009,['Cell Line'],The JH-2-009 cell line has a splice site mutation c.2409+1G>A in the NF1 gene and loss of one copy of the NF1 gene.,['Genomics'],NA,NA,NA,https://www.doi.org/10.1158/0008-5472.CAN-20-1992,0bc812b4-f2af-40c4-8245-1070ab12f627
0bc812b4-f2af-40c4-8245-1070ab12f627,JH-2-009,['Cell Line'],The JH-2-009 cell line exhibited reduced ERK phosphorylation compared to other NF1-deficient cell lines like STS26T and ST8814 when treated with MEK inhibitors.,"['Signaling', 'Drug response']",NA,24,hours,https://www.doi.org/10.1158/0008-5472.CAN-20-1992,0bc812b4-f2af-40c4-8245-1070ab12f627
0d519727-94e9-4f9e-95d3-9227443c03fe,SW1990,['Cell Line'],The SW1990 cell line was used to establish a gemcitabine-resistant subline called SW1990-GZ by exposing the parental cells to increasing concentrations of gemcitabine over time.,['Drug resistance'],NA,NA,NA,https://doi.org/10.3892/ol.2019.10627,0d519727-94e9-4f9e-95d3-9227443c03fe
0d519727-94e9-4f9e-95d3-9227443c03fe,SW1990,['Cell Line'],The gemcitabine-resistant SW1990-GZ subline showed significantly lower sensitivity to gemcitabine compared to the parental SW1990 cells in an MTT viability assay.,"['Drug response', 'Cell viability']",NA,NA,NA,https://doi.org/10.3892/ol.2019.10627,0d519727-94e9-4f9e-95d3-9227443c03fe
0d519727-94e9-4f9e-95d3-9227443c03fe,SW1990,['Cell Line'],The SW1990 and SW1990-GZ cell lines exhibited distinct morphologies when observed under a microscope.,['Cell morphology'],NA,NA,NA,https://doi.org/10.3892/ol.2019.10627,0d519727-94e9-4f9e-95d3-9227443c03fe
0d519727-94e9-4f9e-95d3-9227443c03fe,SW1990,['Cell Line'],"The SW1990 cell line showed high expression levels of phosphorylated tyrosine sites on proteins like E-cadherin, DOK1, DLG1, ANXA2, and others compared to some other pancreatic cancer cell lines based on mass spectrometry analysis.","['Protein expression', 'Phosphorylation']",NA,NA,NA,https://doi.org/10.1074/mcp.M116.058313,0d519727-94e9-4f9e-95d3-9227443c03fe
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],The SK-MEL-23 cell line was derived from a metastatic site of a malignant melanoma.,['Cell line origin'],NA,NA,NA,https://doi.org/10.1038/sj.bjc.6605235,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells exhibited high levels of BRAF V600E mutation and PTEN loss.,['Genomics'],NA,NA,NA,https://doi.org/10.1158/0008-5472.CAN-11-0243,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells were sensitive to the BRAF inhibitor vemurafenib in vitro and in vivo.,['Drug response'],NA,NA,NA,https://doi.org/10.1158/0008-5472.CAN-11-0243,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells exhibited increased expression of the melanoma stem cell markers CD271 and JARID1B compared to more differentiated melanoma cell lines.,['Gene expression'],NA,NA,NA,https://doi.org/10.1038/s41598-017-17298-3,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells exhibited increased expression of the transcription factor MITF compared to more differentiated melanoma cell lines.,['Gene expression'],NA,NA,NA,https://doi.org/10.1038/s41598-017-17298-3,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells were more resistant to the BRAF inhibitor dabrafenib compared to vemurafenib.,['Drug response'],NA,NA,NA,https://doi.org/10.1158/1078-0432.CCR-13-0576,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells exhibited increased expression of the anti-apoptotic protein BCL-2 compared to more differentiated melanoma cell lines.,['Gene expression'],NA,NA,NA,https://doi.org/10.1038/s41598-017-17298-3,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells exhibited increased expression of the transcription factor SOX10 compared to more differentiated melanoma cell lines.,['Gene expression'],NA,NA,NA,https://doi.org/10.1038/s41598-017-17298-3,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells were more sensitive to the combination of the BRAF inhibitor dabrafenib and the MEK inhibitor trametinib compared to either drug alone.,['Drug response'],NA,NA,NA,https://doi.org/10.1158/1078-0432.CCR-13-0576,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells exhibited increased expression of the stem cell marker CD20 compared to more differentiated melanoma cell lines.,['Gene expression'],NA,NA,NA,https://doi.org/10.1038/s41598-017-17298-3,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],"SK-MEL-23 cells exhibited increased expression of the ABC transporter ABCB5 compared to more differentiated melanoma cell lines, which may contribute to chemoresistance.",['Gene expression'],NA,NA,NA,https://doi.org/10.1038/s41598-017-17298-3,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d6345dc-0415-4afe-965d-683c2f7fb6f3,SK-MEL-23,['Cell Line'],SK-MEL-23 cells were resistant to the BRAF inhibitor PLX4720 in vitro.,['Drug response'],NA,NA,NA,https://doi.org/10.1158/1078-0432.CCR-13-0576,0d6345dc-0415-4afe-965d-683c2f7fb6f3
0d77460a-3139-4299-a912-04a4b479ab44,SK-MEL-455,['Cell Line'],"The SK-MEL-455 cell line was found to express the melanoma cell surface antigens M-2, M-5, HLA-DR, M-4, M-7, M-9, and M-10.",['Cell surface markers'],NA,NA,NA,https://doi.org/10.1084/jem.156.6.1755,0d77460a-3139-4299-a912-04a4b479ab44
0ecabd72-d36c-487e-8c0e-c05e3dd743ba,Nf1tm1d(KOMP)Wtsi,['Animal Model'],"Homozygous Nf1tm1d(KOMP)Wtsi (Nf1delta4) mice were viable, fertile and did not display any detectable embryonic or postnatal phenotypes.","['Viability', 'Fertility', 'Phenotype']",prenatal,NA,NA,https://www.doi.org/10.1242/dmm.025783,0ecabd72-d36c-487e-8c0e-c05e3dd743ba
0ecabd72-d36c-487e-8c0e-c05e3dd743ba,Nf1tm1d(KOMP)Wtsi,['Animal Model'],Homozygous Nf1delta4 embryos failed to develop beyond embryonic day 9.5.,['Embryonic development'],prenatal,9.5,days,https://www.doi.org/10.1242/dmm.025783,0ecabd72-d36c-487e-8c0e-c05e3dd743ba
0ecabd72-d36c-487e-8c0e-c05e3dd743ba,Nf1tm1d(KOMP)Wtsi,['Animal Model'],"The Nf1tm1d(KOMP)Wtsi (Nf1delta4) mice were generated by breeding Nf1tm1a(KOMP)Wtsi mice from the Wellcome Trust Sanger Institute to a FLP recombinase line to remove the FRT-flanked lacZ-Neo cassettes, producing a conditional knockout allele with exon 4 flanked by loxP sites.","['Genetics', 'Animal model generation']",NA,NA,NA,https://www.doi.org/10.1242/dmm.025783,0ecabd72-d36c-487e-8c0e-c05e3dd743ba
0ecabd72-d36c-487e-8c0e-c05e3dd743ba,Nf1tm1d(KOMP)Wtsi,['Animal Model'],The Nf1tm1d(KOMP)Wtsi (Nf1delta4) mice were maintained on an inbred C57BL/6 background.,['Animal husbandry'],NA,NA,NA,https://www.doi.org/10.1242/dmm.025783,0ecabd72-d36c-487e-8c0e-c05e3dd743ba
0ecabd72-d36c-487e-8c0e-c05e3dd743ba,Nf1tm1d(KOMP)Wtsi,['Animal Model'],Equal numbers of male and female Nf1tm1d(KOMP)Wtsi (Nf1delta4) mice were analyzed in the study.,['Animal husbandry'],NA,NA,NA,https://www.doi.org/10.1242/dmm.025783,0ecabd72-d36c-487e-8c0e-c05e3dd743ba
0f404e70-2acf-4877-bcd5-6da81d9fa41e,90-8,['Cell Line'],The NF90-8 cell line had a highly gained region in chromosome 4 containing the PDGFRA and KIT receptors.,['Genomics'],NA,NA,NA,https://www.doi.org/10.1016/j.isci.2023.106096,0f404e70-2acf-4877-bcd5-6da81d9fa41e
0f404e70-2acf-4877-bcd5-6da81d9fa41e,90-8,['Cell Line'],"The 90-8TL cell line exhibited downregulation of miR-145-5p, let-7b-5p, and miR-143-3p compared to the cutaneous neurofibroma cell line HS53T.",['Gene expression'],NA,NA,NA,https://www.doi.org/10.1038/s41598-020-59789-4,0f404e70-2acf-4877-bcd5-6da81d9fa41e
0f404e70-2acf-4877-bcd5-6da81d9fa41e,90-8,['Cell Line'],The 90-8TL cell line exhibited upregulation of miR-135b-5p and miR-889-3p compared to the cutaneous neurofibroma cell line HS53T.,['Gene expression'],NA,NA,NA,https://www.doi.org/10.1038/s41598-020-59789-4,0f404e70-2acf-4877-bcd5-6da81d9fa41e
0f404e70-2acf-4877-bcd5-6da81d9fa41e,90-8,['Cell Line'],The 90-8 cell line exhibited complete loss of heterozygosity with no detectable DNA from the wild-type NF1 allele.,['Genomics'],NA,NA,NA,https://www.doi.org/10.4137/TOG.S8830,0f404e70-2acf-4877-bcd5-6da81d9fa41e
1097f821-56c3-4e51-bcd3-f84aef506e3a,WT ES,Cell Line,The WT ES cell line was used as a control in experiments comparing gene expression and differentiation potential with other embryonic stem cell lines.,"['Control', 'Gene expression', 'Differentiation potential']",NA,NA,NA,https://doi.org/10.1038/s41467-022-31524-6,1097f821-56c3-4e51-bcd3-f84aef506e3a
1097f821-56c3-4e51-bcd3-f84aef506e3a,WT ES,Cell Line,The WT ES cell line exhibited normal pluripotency and self-renewal capabilities typical of embryonic stem cells.,"['Pluripotency', 'Self-renewal']",NA,NA,NA,https://doi.org/10.1038/s41467-022-31524-6,1097f821-56c3-4e51-bcd3-f84aef506e3a
